Day,Number of Bicycle Hires,
16/12/2018,12123.00,
17/12/2018,24973.00,
18/12/2018,20180.00,
19/12/2018,22425.00,
20/12/2018,23694.00,
21/12/2018,19169.00,
22/12/2018,13310.00,
23/12/2018,6748.00,
24/12/2018,10043.00,
25/12/2018,35267.00,
26/12/2018,10841.00,
27/12/2018,12310.00,
28/12/2018,13794.00,
29/12/2018,13100.00,
30/12/2018,12922.00,
31/12/2018,16305.00,
01/01/2019,14148.00,
02/01/2019,19746.00,
03/01/2019,21552.00,
04/01/2019,20863.00,
05/01/2019,13907.00,
06/01/2019,14262.00,
07/01/2019,25668.00,
08/01/2019,27757.00,
09/01/2019,26568.00,
10/01/2019,26022.00,
11/01/2019,26378.00,
12/01/2019,16750.00,
13/01/2019,16304.00,
14/01/2019,28097.00,
15/01/2019,29413.00,
16/01/2019,24500.00,
17/01/2019,26053.00,
18/01/2019,25525.00,
19/01/2019,16653.00,
20/01/2019,16803.00,
21/01/2019,26567.00,
22/01/2019,23083.00,
23/01/2019,25406.00,
24/01/2019,24357.00,
25/01/2019,24198.00,
26/01/2019,15062.00,
27/01/2019,10596.00,
28/01/2019,25859.00,
29/01/2019,24732.00,
30/01/2019,25482.00,
31/01/2019,23487.00,
01/02/2019,12841.00,
02/02/2019,14136.00,
03/02/2019,14637.00,
04/02/2019,18254.00,
05/02/2019,25682.00,
06/02/2019,26197.00,
07/02/2019,26703.00,
08/02/2019,17468.00,
09/02/2019,17439.00,
10/02/2019,10800.00,
11/02/2019,27439.00,
12/02/2019,28786.00,
13/02/2019,29145.00,
14/02/2019,29270.00,
15/02/2019,28838.00,
16/02/2019,20560.00,
17/02/2019,24383.00,
18/02/2019,23815.00,
19/02/2019,28927.00,
20/02/2019,28971.00,
21/02/2019,30474.00,
22/02/2019,29703.00,
23/02/2019,29242.00,
24/02/2019,26092.00,
25/02/2019,31480.00,
26/02/2019,34996.00,
27/02/2019,35420.00,
28/02/2019,27219.00,
01/03/2019,28255.00,
02/03/2019,22795.00,
03/03/2019,9641.00,
04/03/2019,26532.00,
05/03/2019,29701.00,
06/03/2019,25449.00,
07/03/2019,24884.00,
08/03/2019,23635.00,
09/03/2019,19951.00,
10/03/2019,12111.00,
11/03/2019,27725.00,
12/03/2019,21718.00,
13/03/2019,26816.00,
14/03/2019,23699.00,
15/03/2019,26123.00,
16/03/2019,14594.00,
17/03/2019,14390.00,
18/03/2019,27824.00,
19/03/2019,27683.00,
20/03/2019,30485.00,
21/03/2019,31307.00,
22/03/2019,28229.00,
23/03/2019,25897.00,
24/03/2019,27408.00,
25/03/2019,31215.00,
26/03/2019,31955.00,
27/03/2019,31263.00,
28/03/2019,32315.00,
29/03/2019,35321.00,
30/03/2019,33026.00,
31/03/2019,20325.00,
01/04/2019,31834.00,
02/04/2019,24529.00,
03/04/2019,27059.00,
04/04/2019,25493.00,
05/04/2019,27536.00,
06/04/2019,20423.00,
07/04/2019,16897.00,
08/04/2019,26527.00,
09/04/2019,25534.00,
10/04/2019,31699.00,
11/04/2019,30961.00,
12/04/2019,27403.00,
13/04/2019,19856.00,
14/04/2019,20896.00,
15/04/2019,30837.00,
16/04/2019,31842.00,
17/04/2019,37203.00,
18/04/2019,36574.00,
19/04/2019,36505.00,
20/04/2019,38712.00,
21/04/2019,36686.00,
22/04/2019,35435.00,
23/04/2019,34948.00,
24/04/2019,34593.00,
25/04/2019,34494.00,
26/04/2019,32006.00,
27/04/2019,18379.00,
28/04/2019,22631.00,
29/04/2019,33748.00,
30/04/2019,38908.00,
01/05/2019,37952.00,
02/05/2019,32563.00,
03/05/2019,28182.00,
04/05/2019,19806.00,
05/05/2019,22896.00,
06/05/2019,22472.00,
07/05/2019,34646.00,
08/05/2019,20276.00,
09/05/2019,28404.00,
10/05/2019,34078.00,
11/05/2019,25475.00,
12/05/2019,31836.00,
13/05/2019,37537.00,
14/05/2019,39647.00,
15/05/2019,39054.00,
16/05/2019,38408.00,
17/05/2019,29846.00,
18/05/2019,28138.00,
19/05/2019,26727.00,
20/05/2019,36072.00,
21/05/2019,41251.00,
22/05/2019,40312.00,
23/05/2019,41314.00,
24/05/2019,37280.00,
25/05/2019,33151.00,
26/05/2019,26802.00,
27/05/2019,28309.00,
28/05/2019,34443.00,
29/05/2019,31203.00,
30/05/2019,39450.00,
31/05/2019,39017.00,
01/06/2019,40800.00,
02/06/2019,33865.00,
03/06/2019,37306.00,
04/06/2019,31948.00,
05/06/2019,38033.00,
06/06/2019,38141.00,
07/06/2019,25122.00,
08/06/2019,26656.00,
09/06/2019,29311.00,
10/06/2019,13358.00,
11/06/2019,34285.00,
12/06/2019,25449.00,
13/06/2019,26617.00,
14/06/2019,33837.00,
15/06/2019,28235.00,
16/06/2019,26102.00,
17/06/2019,38894.00,
18/06/2019,29854.00,
19/06/2019,33190.00,
20/06/2019,38345.00,
21/06/2019,38656.00,
22/06/2019,36858.00,
23/06/2019,30851.00,
24/06/2019,38617.00,
25/06/2019,38200.00,
26/06/2019,39620.00,
27/06/2019,41692.00,
28/06/2019,39986.00,
29/06/2019,38616.00,
30/06/2019,33990.00,
01/07/2019,39257.00,
02/07/2019,42658.00,
03/07/2019,43924.00,
04/07/2019,44668.00,
05/07/2019,42466.00,
06/07/2019,34018.00,
07/07/2019,29889.00,
08/07/2019,39670.00,
09/07/2019,41447.00,
10/07/2019,42343.00,
11/07/2019,41916.00,
12/07/2019,41305.00,
13/07/2019,36204.00,
14/07/2019,27858.00,
15/07/2019,39489.00,
16/07/2019,43693.00,
17/07/2019,41959.00,
18/07/2019,34240.00,
19/07/2019,25620.00,
20/07/2019,31351.00,
21/07/2019,33251.00,
22/07/2019,40842.00,
23/07/2019,44457.00,
24/07/2019,42296.00,
25/07/2019,39323.00,
26/07/2019,31517.00,
27/07/2019,19950.00,
28/07/2019,29319.00,
29/07/2019,41472.00,
30/07/2019,27449.00,
31/07/2019,38299.00,
01/08/2019,39898.00,
02/08/2019,38278.00,
03/08/2019,39388.00,
04/08/2019,34341.00,
05/08/2019,34041.00,
06/08/2019,39369.00,
07/08/2019,37776.00,
08/08/2019,40667.00,
09/08/2019,30719.00,
10/08/2019,25956.00,
11/08/2019,29952.00,
12/08/2019,29570.00,
13/08/2019,39534.00,
14/08/2019,19154.00,
15/08/2019,38018.00,
16/08/2019,23388.00,
17/08/2019,29360.00,
18/08/2019,24122.00,
19/08/2019,33048.00,
20/08/2019,39255.00,
21/08/2019,38251.00,
22/08/2019,38056.00,
23/08/2019,35995.00,
24/08/2019,30776.00,
25/08/2019,31355.00,
26/08/2019,33150.00,
27/08/2019,37597.00,
28/08/2019,36576.00,
29/08/2019,38337.00,
30/08/2019,37147.00,
31/08/2019,30847.00,
01/09/2019,29486.00,
02/09/2019,35280.00,
03/09/2019,37229.00,
04/09/2019,33933.00,
05/09/2019,36722.00,
06/09/2019,31798.00,
07/09/2019,28038.00,
08/09/2019,27969.00,
09/09/2019,29440.00,
10/09/2019,36814.00,
11/09/2019,35787.00,
12/09/2019,38252.00,
13/09/2019,37354.00,
14/09/2019,34966.00,
15/09/2019,33698.00,
16/09/2019,32747.00,
17/09/2019,39025.00,
18/09/2019,38751.00,
19/09/2019,38271.00,
20/09/2019,37699.00,
21/09/2019,36479.00,
22/09/2019,24154.00,
23/09/2019,30941.00,
24/09/2019,21563.00,
25/09/2019,32427.00,
26/09/2019,28976.00,
27/09/2019,29557.00,
28/09/2019,24960.00,
29/09/2019,15478.00,
30/09/2019,27787.00,
01/10/2019,24631.00,
02/10/2019,33923.00,
03/10/2019,32707.00,
04/10/2019,32314.00,
05/10/2019,26578.00,
06/10/2019,21690.00,
07/10/2019,28418.00,
08/10/2019,32894.00,
09/10/2019,34874.00,
10/10/2019,35641.00,
11/10/2019,25222.00,
12/10/2019,10047.00,
13/10/2019,16040.00,
14/10/2019,22519.00,
15/10/2019,34372.00,
16/10/2019,30763.00,
17/10/2019,30259.00,
18/10/2019,29675.00,
19/10/2019,25400.00,
20/10/2019,20545.00,
21/10/2019,24215.00,
22/10/2019,33916.00,
23/10/2019,31786.00,
24/10/2019,23489.00,
25/10/2019,28988.00,
26/10/2019,14397.00,
27/10/2019,22155.00,
28/10/2019,30208.00,
29/10/2019,31225.00,
30/10/2019,32157.00,
31/10/2019,30951.00,
01/11/2019,25128.00,
02/11/2019,14557.00,
03/11/2019,18356.00,
04/11/2019,29198.00,
05/11/2019,31016.00,
06/11/2019,30745.00,
07/11/2019,30244.00,
08/11/2019,26194.00,
09/11/2019,12350.00,
10/11/2019,18491.00,
11/11/2019,28080.00,
12/11/2019,27391.00,
13/11/2019,29661.00,
14/11/2019,28649.00,
15/11/2019,21318.00,
16/11/2019,18553.00,
17/11/2019,18082.00,
18/11/2019,28521.00,
19/11/2019,28760.00,
20/11/2019,29437.00,
21/11/2019,27064.00,
22/11/2019,24865.00,
23/11/2019,14904.00,
24/11/2019,15599.00,
25/11/2019,25722.00,
26/11/2019,26982.00,
27/11/2019,26575.00,
28/11/2019,26030.00,
29/11/2019,28463.00,
30/11/2019,18176.00,
01/12/2019,14242.00,
02/12/2019,27306.00,
03/12/2019,29645.00,
04/12/2019,29458.00,
05/12/2019,28547.00,
06/12/2019,21917.00,
07/12/2019,19235.00,
08/12/2019,15139.00,
09/12/2019,27089.00,
10/12/2019,24198.00,
11/12/2019,27414.00,
12/12/2019,19740.00,
13/12/2019,23189.00,
14/12/2019,14862.00,
15/12/2019,14077.00,
16/12/2019,24344.00,
17/12/2019,19747.00,
18/12/2019,24745.00,
19/12/2019,21679.00,
20/12/2019,14451.00,
21/12/2019,9370.00,
22/12/2019,10407.00,
23/12/2019,15878.00,
24/12/2019,10478.00,
25/12/2019,34674.00,
26/12/2019,5649.00,
27/12/2019,11718.00,
28/12/2019,11414.00,
29/12/2019,12256.00,
30/12/2019,16166.00,
31/12/2019,13043.00,
01/01/2020,11152.00,
02/01/2020,18682.00,
03/01/2020,18437.00,
04/01/2020,15702.00,
05/01/2020,12978.00,
06/01/2020,23773.00,
07/01/2020,27554.00,
08/01/2020,28269.00,
09/01/2020,26628.00,
10/01/2020,26848.00,
11/01/2020,18219.00,
12/01/2020,16502.00,
13/01/2020,23839.00,
14/01/2020,23020.00,
15/01/2020,22499.00,
16/01/2020,26303.00,
17/01/2020,25811.00,
18/01/2020,19817.00,
19/01/2020,17922.00,
20/01/2020,28250.00,
21/01/2020,28832.00,
22/01/2020,27725.00,
23/01/2020,28420.00,
24/01/2020,26419.00,
25/01/2020,18206.00,
26/01/2020,12854.00,
27/01/2020,23486.00,
28/01/2020,28218.00,
29/01/2020,28959.00,
30/01/2020,27971.00,
31/01/2020,26378.00,
01/02/2020,20293.00,
02/02/2020,16220.00,
03/02/2020,28267.00,
04/02/2020,29473.00,
05/02/2020,29710.00,
06/02/2020,29481.00,
07/02/2020,28238.00,
08/02/2020,21810.00,
09/02/2020,6479.00,
10/02/2020,21873.00,
11/02/2020,27194.00,
12/02/2020,27948.00,
13/02/2020,25454.00,
14/02/2020,26508.00,
15/02/2020,9833.00,
16/02/2020,6514.00,
17/02/2020,25733.00,
18/02/2020,25268.00,
19/02/2020,24298.00,
20/02/2020,22662.00,
21/02/2020,24885.00,
22/02/2020,18664.00,
23/02/2020,14080.00,
24/02/2020,23515.00,
25/02/2020,27095.00,
26/02/2020,28059.00,
27/02/2020,20356.00,
28/02/2020,18676.00,
29/02/2020,12542.00,
01/03/2020,16831.00,
02/03/2020,26484.00,
03/03/2020,29209.00,
04/03/2020,23390.00,
05/03/2020,17028.00,
06/03/2020,27950.00,
07/03/2020,20229.00,
08/03/2020,14917.00,
09/03/2020,22851.00,
10/03/2020,28186.00,
11/03/2020,29716.00,
12/03/2020,26841.00,
13/03/2020,25233.00,
14/03/2020,18742.00,
15/03/2020,13268.00,
16/03/2020,24370.00,
17/03/2020,19268.00,
18/03/2020,17407.00,
19/03/2020,13371.00,
20/03/2020,13696.00,
21/03/2020,17550.00,
22/03/2020,16229.00,
23/03/2020,11639.00,
24/03/2020,10165.00,
25/03/2020,10643.00,
26/03/2020,10978.00,
27/03/2020,11035.00,
28/03/2020,12946.00,
29/03/2020,7349.00,
30/03/2020,7006.00,
31/03/2020,9121.00,
01/04/2020,9194.00,
02/04/2020,9898.00,
03/04/2020,11139.00,
04/04/2020,22109.00,
05/04/2020,28905.00,
06/04/2020,10565.00,
07/04/2020,14773.00,
08/04/2020,13660.00,
09/04/2020,17452.00,
10/04/2020,27293.00,
11/04/2020,33454.00,
12/04/2020,29537.00,
13/04/2020,18014.00,
14/04/2020,14625.00,
15/04/2020,18067.00,
16/04/2020,16660.00,
17/04/2020,11211.00,
18/04/2020,20331.00,
19/04/2020,39996.00,
20/04/2020,17453.00,
21/04/2020,18745.00,
22/04/2020,21173.00,
23/04/2020,23869.00,
24/04/2020,23367.00,
25/04/2020,38063.00,
26/04/2020,39116.00,
27/04/2020,17205.00,
28/04/2020,4872.00,
29/04/2020,11432.00,
30/04/2020,9116.00,
01/05/2020,14663.00,
02/05/2020,38474.00,
03/05/2020,26982.00,
04/05/2020,18332.00,
05/05/2020,18503.00,
06/05/2020,23350.00,
07/05/2020,27389.00,
08/05/2020,43669.00,
09/05/2020,48752.00,
10/05/2020,23540.00,
11/05/2020,13366.00,
12/05/2020,20120.00,
13/05/2020,16886.00,
14/05/2020,20445.00,
15/05/2020,28363.00,
16/05/2020,46227.00,
17/05/2020,51422.00,
18/05/2020,29598.00,
19/05/2020,35525.00,
20/05/2020,42827.00,
21/05/2020,36203.00,
22/05/2020,36817.00,
23/05/2020,40769.00,
24/05/2020,55805.00,
25/05/2020,67034.00,
26/05/2020,38386.00,
27/05/2020,38327.00,
28/05/2020,40682.00,
29/05/2020,45693.00,
30/05/2020,70170.00,
31/05/2020,63116.00,
01/06/2020,38376.00,
02/06/2020,45524.00,
03/06/2020,28915.00,
04/06/2020,27752.00,
05/06/2020,28586.00,
06/06/2020,27731.00,
07/06/2020,39225.00,
08/06/2020,28859.00,
09/06/2020,36702.00,
10/06/2020,16957.00,
11/06/2020,24710.00,
12/06/2020,26990.00,
13/06/2020,65045.00,
14/06/2020,57516.00,
15/06/2020,37990.00,
16/06/2020,37758.00,
17/06/2020,26514.00,
18/06/2020,25666.00,
19/06/2020,36582.00,
20/06/2020,64041.00,
21/06/2020,45485.00,
22/06/2020,43004.00,
23/06/2020,48287.00,
24/06/2020,52131.00,
25/06/2020,52389.00,
26/06/2020,50978.00,
27/06/2020,41381.00,
28/06/2020,42221.00,
29/06/2020,32538.00,
30/06/2020,28707.00,
01/07/2020,31474.00,
02/07/2020,28054.00,
03/07/2020,37423.00,
04/07/2020,42173.00,
05/07/2020,47227.00,
06/07/2020,33688.00,
07/07/2020,32208.00,
08/07/2020,22306.00,
09/07/2020,26128.00,
10/07/2020,38143.00,
11/07/2020,51371.00,
12/07/2020,49653.00,
13/07/2020,35317.00,
14/07/2020,35224.00,
15/07/2020,34126.00,
16/07/2020,37401.00,
17/07/2020,46734.00,
18/07/2020,56654.00,
19/07/2020,33988.00,
20/07/2020,39255.00,
21/07/2020,40542.00,
22/07/2020,41579.00,
23/07/2020,40105.00,
24/07/2020,40929.00,
25/07/2020,24828.00,
26/07/2020,34216.00,
27/07/2020,23892.00,
28/07/2020,37887.00,
29/07/2020,41163.00,
30/07/2020,43105.00,
31/07/2020,43267.00,
01/08/2020,49591.00,
02/08/2020,44097.00,
03/08/2020,36822.00,
04/08/2020,41429.00,
05/08/2020,42674.00,
06/08/2020,41172.00,
07/08/2020,43349.00,
08/08/2020,47667.00,
09/08/2020,44699.00,
10/08/2020,40033.00,
11/08/2020,43139.00,
12/08/2020,41957.00,
13/08/2020,34296.00,
14/08/2020,30322.00,
15/08/2020,30834.00,
16/08/2020,32727.00,
17/08/2020,32065.00,
18/08/2020,39694.00,
19/08/2020,20690.00,
20/08/2020,42900.00,
21/08/2020,35563.00,
22/08/2020,44600.00,
23/08/2020,37229.00,
24/08/2020,31659.00,
25/08/2020,27213.00,
26/08/2020,41188.00,
27/08/2020,23767.00,
28/08/2020,27689.00,
29/08/2020,29091.00,
30/08/2020,35248.00,
31/08/2020,39872.00,
01/09/2020,36669.00,
02/09/2020,31809.00,
03/09/2020,30832.00,
04/09/2020,35992.00,
05/09/2020,42640.00,
06/09/2020,39964.00,
07/09/2020,32954.00,
08/09/2020,38508.00,
09/09/2020,39425.00,
10/09/2020,40273.00,
11/09/2020,38358.00,
12/09/2020,47615.00,
13/09/2020,47141.00,
14/09/2020,31631.00,
15/09/2020,43592.00,
16/09/2020,43355.00,
17/09/2020,42033.00,
18/09/2020,42106.00,
19/09/2020,51764.00,
20/09/2020,47835.00,
21/09/2020,38776.00,
22/09/2020,46181.00,
23/09/2020,30731.00,
24/09/2020,32999.00,
25/09/2020,30833.00,
26/09/2020,34352.00,
27/09/2020,26694.00,
28/09/2020,33146.00,
29/09/2020,32116.00,
30/09/2020,27200.00,
01/10/2020,34441.00,
02/10/2020,12207.00,
03/10/2020,21909.00,
04/10/2020,8779.00,
05/10/2020,25748.00,
06/10/2020,30723.00,
07/10/2020,34225.00,
08/10/2020,29150.00,
09/10/2020,29389.00,
10/10/2020,34838.00,
11/10/2020,34123.00,
12/10/2020,21308.00,
13/10/2020,20948.00,
14/10/2020,29591.00,
15/10/2020,30112.00,
16/10/2020,33858.00,
17/10/2020,34167.00,
18/10/2020,31540.00,
19/10/2020,29221.00,
20/10/2020,32568.00,
21/10/2020,17842.00,
22/10/2020,31992.00,
23/10/2020,32333.00,
24/10/2020,26255.00,
25/10/2020,27462.00,
26/10/2020,29578.00,
27/10/2020,21496.00,
28/10/2020,27747.00,
29/10/2020,21958.00,
30/10/2020,29425.00,
31/10/2020,23300.00,
01/11/2020,25625.00,
02/11/2020,27663.00,
03/11/2020,28623.00,
04/11/2020,36971.00,
05/11/2020,19762.00,
06/11/2020,21849.00,
07/11/2020,40469.00,
08/11/2020,31318.00,
09/11/2020,19955.00,
10/11/2020,24860.00,
11/11/2020,23661.00,
12/11/2020,25865.00,
13/11/2020,25767.00,
14/11/2020,15491.00,
15/11/2020,22687.00,
16/11/2020,19152.00,
17/11/2020,23524.00,
18/11/2020,23011.00,
19/11/2020,20455.00,
20/11/2020,18225.00,
21/11/2020,35358.00,
22/11/2020,35315.00,
23/11/2020,21680.00,
24/11/2020,22773.00,
25/11/2020,22103.00,
26/11/2020,23694.00,
27/11/2020,23667.00,
28/11/2020,34416.00,
29/11/2020,27107.00,
30/11/2020,19199.00,
01/12/2020,22282.00,
02/12/2020,24615.00,
03/12/2020,14619.00,
04/12/2020,22624.00,
05/12/2020,31470.00,
06/12/2020,20583.00,
07/12/2020,19778.00,
08/12/2020,21625.00,
09/12/2020,23013.00,
10/12/2020,23516.00,
11/12/2020,24943.00,
12/12/2020,29258.00,
13/12/2020,13220.00,
14/12/2020,15959.00,
15/12/2020,26241.00,
16/12/2020,17574.00,
17/12/2020,22945.00,
18/12/2020,18542.00,
19/12/2020,16643.00,
20/12/2020,17397.00,
21/12/2020,11190.00,
22/12/2020,14805.00,
23/12/2020,13215.00,
24/12/2020,15630.00,
25/12/2020,17741.00,
26/12/2020,12557.00,
27/12/2020,17726.00,
28/12/2020,12631.00,
29/12/2020,14666.00,
30/12/2020,17079.00,
31/12/2020,15004.00,
01/01/2021,10981.00,
02/01/2021,17560.00,
03/01/2021,13616.00,
04/01/2021,10374.00,
05/01/2021,9566.00,
06/01/2021,12382.00,
07/01/2021,12593.00,
08/01/2021,11387.00,
09/01/2021,19696.00,
10/01/2021,13796.00,
11/01/2021,11687.00,
12/01/2021,11761.00,
13/01/2021,8589.00,
14/01/2021,6731.00,
15/01/2021,13989.00,
16/01/2021,12296.00,
17/01/2021,24892.00,
18/01/2021,12987.00,
19/01/2021,12765.00,
20/01/2021,9216.00,
21/01/2021,15093.00,
22/01/2021,16854.00,
23/01/2021,24456.00,
24/01/2021,6632.00,
25/01/2021,13250.00,
26/01/2021,10898.00,
27/01/2021,12479.00,
28/01/2021,13783.00,
29/01/2021,14807.00,
30/01/2021,7915.00,
31/01/2021,16730.00,
01/02/2021,12563.00,
02/02/2021,14459.00,
03/02/2021,13017.00,
04/02/2021,11153.00,
05/02/2021,19520.00,
06/02/2021,19063.00,
07/02/2021,6252.00,
08/02/2021,6725.00,
09/02/2021,7263.00,
10/02/2021,11723.00,
11/02/2021,11144.00,
12/02/2021,11859.00,
13/02/2021,15958.00,
14/02/2021,14034.00,
15/02/2021,13491.00,
16/02/2021,12393.00,
17/02/2021,12945.00,
18/02/2021,16279.00,
19/02/2021,17584.00,
20/02/2021,39918.00,
21/02/2021,33629.00,
22/02/2021,13922.00,
23/02/2021,21689.00,
24/02/2021,22259.00,
25/02/2021,18457.00,
26/02/2021,29662.00,
27/02/2021,52427.00,
28/02/2021,31418.00,
01/03/2021,18213.00,
02/03/2021,19220.00,
03/03/2021,12412.00,
04/03/2021,15502.00,
05/03/2021,20347.00,
06/03/2021,30874.00,
07/03/2021,28887.00,
08/03/2021,18573.00,
09/03/2021,25686.00,
10/03/2021,11251.00,
11/03/2021,16827.00,
12/03/2021,18981.00,
13/03/2021,24105.00,
14/03/2021,21973.00,
15/03/2021,16467.00,
16/03/2021,18954.00,
17/03/2021,18881.00,
18/03/2021,16880.00,
19/03/2021,26747.00,
20/03/2021,34910.00,
21/03/2021,32886.00,
22/03/2021,25234.00,
23/03/2021,24057.00,
24/03/2021,22990.00,
25/03/2021,20543.00,
26/03/2021,17517.00,
27/03/2021,40106.00,
28/03/2021,23886.00,
29/03/2021,34568.00,
30/03/2021,50325.00,
31/03/2021,40431.00,
01/04/2021,36452.00,
02/04/2021,39025.00,
03/04/2021,33866.00,
04/04/2021,47487.00,
05/04/2021,26778.00,
06/04/2021,22331.00,
07/04/2021,24413.00,
08/04/2021,27051.00,
09/04/2021,30377.00,
10/04/2021,23647.00,
11/04/2021,31368.00,
12/04/2021,28606.00,
13/04/2021,29337.00,
14/04/2021,30835.00,
15/04/2021,26080.00,
16/04/2021,33857.00,
17/04/2021,42994.00,
18/04/2021,36369.00,
19/04/2021,30124.00,
20/04/2021,35594.00,
21/04/2021,30094.00,
22/04/2021,32079.00,
23/04/2021,34629.00,
24/04/2021,45261.00,
25/04/2021,29672.00,
26/04/2021,26159.00,
27/04/2021,30573.00,
28/04/2021,21840.00,
29/04/2021,27609.00,
30/04/2021,28821.00,
01/05/2021,34622.00,
02/05/2021,30606.00,
03/05/2021,21096.00,
04/05/2021,22318.00,
05/05/2021,22803.00,
06/05/2021,27214.00,
07/05/2021,31252.00,
08/05/2021,22404.00,
09/05/2021,34406.00,
10/05/2021,26169.00,
11/05/2021,30609.00,
12/05/2021,31712.00,
13/05/2021,24696.00,
14/05/2021,31624.00,
15/05/2021,28803.00,
16/05/2021,17714.00,
17/05/2021,21025.00,
18/05/2021,27761.00,
19/05/2021,29516.00,
20/05/2021,27195.00,
21/05/2021,21444.00,
22/05/2021,29995.00,
23/05/2021,22105.00,
24/05/2021,21311.00,
25/05/2021,29205.00,
26/05/2021,32433.00,
27/05/2021,37825.00,
28/05/2021,32904.00,
29/05/2021,49814.00,
30/05/2021,47763.00,
31/05/2021,53069.00,
01/06/2021,46109.00,
02/06/2021,46206.00,
03/06/2021,47170.00,
04/06/2021,22742.00,
05/06/2021,56900.00,
06/06/2021,41571.00,
07/06/2021,39528.00,
08/06/2021,44784.00,
09/06/2021,46622.00,
10/06/2021,44437.00,
11/06/2021,44164.00,
12/06/2021,56284.00,
13/06/2021,48648.00,
14/06/2021,41072.00,
15/06/2021,44254.00,
16/06/2021,44040.00,
17/06/2021,30025.00,
18/06/2021,19019.00,
19/06/2021,35694.00,
20/06/2021,28862.00,
21/06/2021,20308.00,
22/06/2021,35374.00,
23/06/2021,42286.00,
24/06/2021,40655.00,
25/06/2021,39245.00,
26/06/2021,49956.00,
27/06/2021,29857.00,
28/06/2021,28726.00,
29/06/2021,31705.00,
30/06/2021,36876.00,
01/07/2021,41628.00,
02/07/2021,42389.00,
03/07/2021,39874.00,
04/07/2021,32720.00,
05/07/2021,30621.00,
06/07/2021,24198.00,
07/07/2021,38154.00,
08/07/2021,38050.00,
09/07/2021,39283.00,
10/07/2021,40187.00,
11/07/2021,41697.00,
12/07/2021,26207.00,
13/07/2021,38752.00,
14/07/2021,41440.00,
15/07/2021,38928.00,
16/07/2021,42995.00,
17/07/2021,52076.00,
18/07/2021,46573.00,
19/07/2021,38150.00,
20/07/2021,39599.00,
21/07/2021,44450.00,
22/07/2021,46441.00,
23/07/2021,43689.00,
24/07/2021,36858.00,
25/07/2021,18928.00,
26/07/2021,35746.00,
27/07/2021,36757.00,
28/07/2021,26479.00,
29/07/2021,41800.00,
30/07/2021,27711.00,
31/07/2021,35245.00,
01/08/2021,34363.00,
02/08/2021,34271.00,
03/08/2021,38495.00,
04/08/2021,44100.00,
05/08/2021,32203.00,
06/08/2021,29528.00,
07/08/2021,24923.00,
08/08/2021,25151.00,
09/08/2021,21631.00,
10/08/2021,40594.00,
11/08/2021,43105.00,
12/08/2021,39300.00,
13/08/2021,36974.00,
14/08/2021,45240.00,
15/08/2021,38196.00,
16/08/2021,33350.00,
17/08/2021,33512.00,
18/08/2021,38932.00,
19/08/2021,38038.00,
20/08/2021,37246.00,
21/08/2021,33253.00,
22/08/2021,33740.00,
23/08/2021,35646.00,
24/08/2021,39528.00,
25/08/2021,40735.00,
26/08/2021,37207.00,
27/08/2021,38092.00,
28/08/2021,39079.00,
29/08/2021,37036.00,
30/08/2021,32834.00,
31/08/2021,34405.00,
01/09/2021,37351.00,
02/09/2021,38819.00,
03/09/2021,39313.00,
04/09/2021,41071.00,
05/09/2021,45019.00,
06/09/2021,41404.00,
07/09/2021,46820.00,
08/09/2021,45724.00,
09/09/2021,40841.00,
10/09/2021,37371.00,
11/09/2021,45775.00,
12/09/2021,40878.00,
13/09/2021,38381.00,
14/09/2021,22868.00,
15/09/2021,41475.00,
16/09/2021,43324.00,
17/09/2021,41451.00,
18/09/2021,51276.00,
19/09/2021,30843.00,
20/09/2021,37688.00,
21/09/2021,44742.00,
22/09/2021,46160.00,
23/09/2021,42839.00,
24/09/2021,46188.00,
25/09/2021,48464.00,
26/09/2021,45120.00,
27/09/2021,32167.00,
28/09/2021,32539.00,
29/09/2021,39889.00,
30/09/2021,34070.00,